path	blob_sha256	bytes	units	language	status	reason
corpus/persona-train.jsonl	140a4bb1f7e37e7262dd6bec617dfe025b9e85b3b79657613525e50804c32055	4714	0	other	excluded	generated-or-vendor-path
corpus/sourdough-test.jsonl	13c5fb7b82018f0af8230af8583a47cc5f635e23c37377b80511c4244705f000	9563	0	other	excluded	generated-or-vendor-path
corpus/sourdough-train.jsonl	9a7221ea798ad719029cd26602421f3e7a4539bfcccc2fe226534b2aba968e8d	38513	0	other	excluded	generated-or-vendor-path
corpus/study-v1/adversarial.jsonl	d57dcfcda2691d63f68727b08fc4ce2b06b40a203327da71103672578001b213	353328	0	other	excluded	generated-or-vendor-path
corpus/study-v1/heldout.jsonl	e509d767dab388fa99c4e1e117843db76d8403f6203ce2c2a62c97216d786040	343728	0	other	excluded	generated-or-vendor-path
corpus/study-v1/manifest.json	2259fad8ba4fc3134d9de5ff4885e4898ae82192d10b4a2ca90aead7d8726dbc	1167	0	json	excluded	generated-or-vendor-path
corpus/study-v1/train.jsonl	b208a7dab05a34494e9672facb27341ec70d512b4f7b6f1df02d7d72b4188f4f	338928	0	other	excluded	generated-or-vendor-path
corpus/study-v1/validation.jsonl	8212842b2f0619c2557c4a3d3f9ab4c19c6470fabbfd87d5183cb0c7ff602e46	350928	0	other	excluded	generated-or-vendor-path
docs/applications.md	e87ab7af5400bf4cdcd2df7fd44709d9bfaf28b9437e27dd65f79fcb6994889e	12512	94	markdown	included	
docs/applications/command-intents.md	bc9d933cf3484631adddaa3f5947c97e0fb0aded26c1a640562d54492d69e378	2464	47	markdown	included	
docs/applications/duplicate-incidents.md	ee97b154525c5209b3db8375c3ab9f147ba6b58a03f45fdd4d3d180dbfffb6f2	2417	43	markdown	included	
docs/applications/log-normalization.md	11047017f764c3d9c5060611bde162e997fb7afa57a6bd8b7e0e6c5e3e8ca54c	1508	29	markdown	included	
docs/applications/noisy-text-correction.md	8aa72f52ce48eeedd88ffe65b33c3c6379cb0df06313b0f08c5917b4823d41b5	1792	34	markdown	included	
docs/applications/redaction-assistance.md	8d30d417c16ffba2a642c3336f9ad90ae42fe1329ee25dcba467873731bce836	1887	35	markdown	included	
docs/applications/runbook-retrieval.md	a2d69d7c624762efa02672d86595804fa8be29e791489b278597464fca2e6a62	1331	26	markdown	included	
docs/applications/support-routing.md	9a47814577c7cf5099c3137f8ae970610d479f334799d3db84e526a8d7a34689	2152	44	markdown	included	
docs/applications/ticket-extraction.md	ede49e641c56965c0430e751d495c749d711c1ba5e3517ff75db67f10978a93d	2419	47	markdown	included	
docs/applications/transliteration.md	e831d7b85bb519091f6a5307e54f6cb650ed5ee0287b8e0a4fdb8f9a8283aa2f	1782	36	markdown	included	
docs/architectural-drift-baseline-audit-2026-09-06.md	b75bd65f24f62b2a5c86123fbf1a38c7ca5d93c427dba6427377f7a977c09e5c	2972	52	markdown	included	
docs/audit-current-repo-2026-09-06.md	01048b50ad5d9cef93e8171407f6beae49eb6bd7895866eb91ff677b69d61d59	4465	76	markdown	included	
docs/bbywvy-360m-notes.md	5c599158ac1176652c009e0923feec3fbf00f33e4978af0337408d9be5a1e37a	2685	55	markdown	included	
docs/board-dispatch-study.md	421c68d6ed69fceeb0768bb6b18985391edf65200d8599654db6fa2e92d79db9	1329	23	markdown	included	
docs/concepts-v1.json	60f4896d38d1fe0062f77ca404c6e502c2e51a92659f0b718f7245bccf28271c	712	14	json	included	
docs/confirmatory-v1-reader-conclusions-20260914.md	a376c97beb40ca5ed8718abe223045ad47c6bcfdb1317081dea0cffb5191e54d	4650	61	markdown	included	
docs/cross-repository-drift-protocol.md	76b62091b80109bfd8fd0002882b2b297a2fdb0cfff14f7347bbedb529b97466	12104	216	markdown	included	
docs/deep-evaluation-contract.md	69ae18c3c1d00126d98ff5dd7e81873ed8dd47a7be0bac7ec8a3118210b7cd32	9177	158	markdown	included	
docs/deep-evaluation-validator-verification-2026-09-06.md	3e9dae5effeaaaac6ed5b28ff630580c8b7a97869534d954e02e1e683c338a62	980	27	markdown	included	
docs/drift-generative-v2-runner-contract.md	425eb80e6cfbee1df1d8973417fef9372fa7aab4df273d4a151d8a84afe878cc	2566	11	markdown	included	
docs/drift-validation-registration-v2.md	de8717cae2cc9b68b474d9c40391969c425e9d6cd925efa7cc46160bec1d34d4	3019	15	markdown	included	
docs/drift-validation-registration.md	6ccbfdf799e3182299c905a41edd6140bb12eb85ed894a0a8bc0d88e5799f90b	2756	49	markdown	included	
docs/evaluation-methodology.md	d819654c8d2408e5e3e0001f18d9f2c6a76c5a749041cdc7918e24cb18b1edda	6614	99	markdown	included	
docs/evidence-status.tsv	ce678317df38fe0e7384e8058e443c28aff090812d327d1a5ecc81bc4d0c0a64	7455	20	tsv	included	
docs/full-reaudit-20260907.md	77987875643efd905d95bad19b2589e44c5f9398c77ae31c6f72f2fa1e9557c3	4095	59	markdown	included	
docs/ledger-reconciliation-20260908.md	cc239fa7595795ae757e6378633f642f7c04f789615cb60ece1dcd981c4ffd77	4257	40	markdown	included	
docs/ledger-registration-20260908.json	f9e6456ead22bf07a4228bef727cf3310505bba93cc0ad351e06362167f664a7	14254	452	json	included	
docs/mood-corpus-2026-09-06.md	67b8eed1f57aba296e2eeb6a5f6db308d2b6a4f367c218d7b95dde6481cb6480	1222	30	markdown	included	
docs/persona-and-code-plan-2026-09-07.md	ac8b9df5d21faadcbf7d5911b177928bd8dd45ae2a81a4e4234c214dc7cf4dcf	5765	123	markdown	included	
docs/plans/applications-20260908.tsv	5106361e8283c541f0659cabf9475f7ef2b25820314ee569b3aa3e0e2ab99655	28136	23	tsv	included	
docs/plans/board-dispatch-20260908.tsv	cd439ff373a7ece3fac2f135eb4c59b5a860400e5f7d0ad04a12b366ccc287f2	9532	9	tsv	included	
docs/plans/drift-confirmatory-prerequisites-20260913.tsv	57440736145e22244b9139691af4d273699bf4d2b2c97599555b3e7914540a27	1815	5	tsv	included	
docs/plans/drift-science-20260908.tsv	c767991144054e827fd808259cd5a1a3ff550a42867f760be37d434b613504c9	9510	9	tsv	included	
docs/plans/publication-science-20260908.tsv	31dd80cd6253228e70b432f3c78b1691f533308ef628cf322e4c700be8c8b27a	48877	43	tsv	included	
docs/plans/tinyfleet-confirmatory-v1-comparison-20260914.tsv	080d59327bb95c8671dfea46905ff8f770625796f6a493c053ad5227b8297a5c	1923	3	tsv	included	
docs/plans/tinyfleet-confirmatory-v1-scorer-binding-fix-20260914.tsv	e66383f7352613b0a01cfbbeb8fb9d68a79fe556a99b2512ca07e56d5b28a154	877	2	tsv	included	
docs/plans/tinyfleet-confirmatory-v1-scorer-compat-20260914.tsv	09603096728e13f80bfa2e7b0891006a9811de3bcf253a1e761df33fc35a56ec	1149	3	tsv	included	
docs/publication-review-20260908.md	67c4c9df6fcc8c0a83308b54e4663943d6aa1839d79ebe34f09e05baeec3fbe0	12759	105	markdown	included	
docs/related-work.md	8c3910d8fa3ecfc79917269af2b78ac0f8eb6cf2091c20a14215e61eece0abd0	1354	19	markdown	included	
docs/review-eval-method-2026-09-06.md	0360271f7364b422063c6ff7e153d78cd959d162b9a89a5cde68361e93b4113d	1931	50	markdown	included	
docs/review-verification-20260908.md	8e42ab3168d5938ca50c5b2b0360ab8aa82907f0fd8fabd2d55071a07e4de2c8	4471	82	markdown	included	
docs/scoring-rubric.md	bbc315e33d1d62c9ab3fbc7f4ae4543d30f18658481d917a91f9a177f9f34c0b	1149	18	markdown	included	
docs/study-registration.md	7dd204ac20774a87756fd064363a3a67768ad2236d6396caabee92bd6b6bad0a	2719	43	markdown	included	
docs/superpowers/plans/2026-09-08-publication-science.md	fd01440bba804dcdbcdf1a1e25e315ccb357053785b18859b546d0debd53abe6	157728	1608	markdown	included	
docs/superpowers/plans/2026-09-09-noisy-text-correction.md	15295bd15234316427a3e78fa9d524c282d09a7ae3b84dfd4187e00db97a1270	3319	47	markdown	included	
docs/superpowers/plans/2026-09-11-validate-derived-reports.md	3d46dc8808f90a741e72eb085c2314c45c68a0ebcd7d3376ab110e4029c41ae1	2420	34	markdown	included	
docs/task-receipts/03-haunt-tinyfleet-receipt-20260908.md	abfe6a5e2716b22d420e49a9c76fe4b32449bdc4fffa868e77a7634d69dbd876	1202	28	markdown	included	
docs/task-receipts/A00-check-20260908.txt	c22f3a854dcae8cef52a7feaf3ee5c2664c0060efeceefcc35367f3254620aeb	1141	12	text	included	
docs/task-receipts/A00-implementation.md	8c55cfc08953e94b7ce185b0ee06ff71d92d95d0aede1ec4cba5daf399ee11dc	2291	55	markdown	included	
docs/task-receipts/A00-verification.md	d02eb0304b396ce6c014ee7d17f335aebad7e58f74cf3c3b8f6ed1d3dc9b4893	3338	63	markdown	included	
docs/task-receipts/A01-check-20260908.txt	d1b72ce42cfd1df4c3900549070f8ce83790347381b130ae4da60eb03a876483	1125	12	text	included	
docs/task-receipts/A01-implementation.md	6b69abf91efc87e61ca3dda4754c8e51bbb869a5eab5cc4af4e6bc8cad432b94	2406	47	markdown	included	
docs/task-receipts/A01-verification.md	ad1773b1e6f448ce7560f816a89674863563dd102785de844429ac91c1500e46	2021	51	markdown	included	
docs/task-receipts/A02-check-20260908.txt	97cbab94bff09f1fe36f3f5b84f42a159f51356e5f54ccbceb8700007b198797	944	12	text	included	
docs/task-receipts/A02-implementation.md	44b587ed5e9592faae1f87e8a78fc137211170a86e9460d0858b300ae54bc315	2189	50	markdown	included	
docs/task-receipts/A02-v-env-20260909.md	d92ab3bd236ab58a8e973369f2167f4dcfba35757fd76d7c3fe875274008bbd0	3150	96	markdown	included	
docs/task-receipts/A02-verification.md	d8067adb7725e7af41916109f7ab0a5f7d7a90357cc2ac6037d19ac16c920779	2190	47	markdown	included	
docs/task-receipts/A03-check-20260909.txt	418ca94d21f147826196dfe1f74f126cf50188066d0dee524cdf5485eb49aa52	370	7	text	included	
docs/task-receipts/A03-implementation.md	d9f215ef3d0f96aa6307e21144e24591e117a3e49e48cbfad2f12b5c9081d540	2336	44	markdown	included	
docs/task-receipts/A04-implementation.md	58720c6443dca5d452c48b248b8ba1ea2a97466affd2782adb408c41acd6e398	2801	50	markdown	included	
docs/task-receipts/A04-verification.md	edc09ada5d106fa5f8ec1977b9f12694bf909c8ea48e577e584698b3314347a8	3256	71	markdown	included	
docs/task-receipts/A05-check-20260909.txt	4b1f0be4c49f6f7b42d9fecb4e7359d1ba782c7497336d6d5dd17e67e9095865	1266	23	text	included	
docs/task-receipts/A05-implementation.md	b0ef18d08057432c54314d29895e7c4bda1eaceb3aafdcccfbb07612853e756d	3603	61	markdown	included	
docs/task-receipts/A05-verification.md	6ecaa9e70faf7201bfbe534aa856787d731cb474818de007c932e1a775a44cbc	4786	90	markdown	included	
docs/task-receipts/A06-check-20260909.txt	2ad38f3d3816d9c90da9095985213ea9bf03c494c193094b1ba3bc466f8ab7e4	828	12	text	included	
docs/task-receipts/A06-implementation.md	7bc88889b8f978585b3e6988751d3f2f091931c0b3726bd68408615d8dce4980	2605	51	markdown	included	
docs/task-receipts/A06-verification.md	0cc32296456c5a942d6be05eb6a5066da8da478313096cb845ad2617abccaa27	3221	72	markdown	included	
docs/task-receipts/A07-check-20260909.txt	4a85cf83318c4dbc3df7484ff2ffa94d6f93bbda65d3061e4352e8420a31ef2c	907	16	text	included	
docs/task-receipts/A07-implementation.md	3b07ec82be9b3ac38674e8abeaf872b5d87fb12654a717b9e64ef90993ad02dd	2853	51	markdown	included	
docs/task-receipts/A07-verification.md	62e22b750961607d175c92ece45d3a2eeddfd5624186e106cdbec87dba50d202	2640	64	markdown	included	
docs/task-receipts/A08-implementation.md	7d56732f5f8c1ef7b61dcd165526e4840fa857624a2554697e92e3406fbc3201	2227	56	markdown	included	
docs/task-receipts/A08-verification.md	d9a5372ad2b8ab760985e979a2351c25facf02e3ed46da93d27390a0846fd663	3227	72	markdown	included	
docs/task-receipts/A09-V-reconciliation-20260909.md	fe05f8f3796700714005557baaae90f8f51ece685c6e1a33d993c26872b8b8fa	1644	37	markdown	included	
docs/task-receipts/A09-implementation.md	9856e32e34581f8700a7a302c26baad4757d33e59f91fe0979b4b371b2c49c28	2007	46	markdown	included	
docs/task-receipts/A09-receipt-hash-correction.md	b6ee474a911ea04fca32b1f6e7847f35ce32ca423a43bf7466f121bc97f7fd92	1171	37	markdown	included	
docs/task-receipts/A09-verification.md	9476dcfa2c4348fe78634fdd088ffe1ed6b0419535f399090bcf758e6a3235e4	2419	62	markdown	included	
docs/task-receipts/B01-implementation.md	ee6623601ff5f9e6737356ff854ddcb57a7c61b96595d4a317ee11df94a4102e	1509	37	markdown	included	
docs/task-receipts/B01-verification.md	d69c0a5680bd64fd54fd6d2d41d3cf1743ac2270101a588b79303882d131fc34	1952	37	markdown	included	
docs/task-receipts/B02-implementation.md	8f59e5013d54c8ec054ba3823c8977e8de1e6bc3c3c28d96594ac0d48bc89fb0	2364	52	markdown	included	
docs/task-receipts/B02-verification.md	e6b1340411332bbb8b27496cbff1645c91af91ecb63192066084e75d2cf5822a	1509	31	markdown	included	
docs/task-receipts/B03-resource-block-20260912.md	e107d19fcebf9ed1b855431254fe99e1384e07f387574be56caf44a4431def77	2937	47	markdown	included	
docs/task-receipts/C01-check-20260908.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	0	text	included	
docs/task-receipts/C01-implementation.md	83b313a18cf8252b2ea9a1a095ed400b81f75e91c372e16d410b37540f3cfa64	2259	52	markdown	included	
docs/task-receipts/C02-implementation.md	dfd9412ee3162afb358f07deb78896e06d48f88d9c35d5a9e7e23f7952916be0	1417	38	markdown	included	
docs/task-receipts/C02-verification.md	fc8f10377912eedb34406ef44e7b39fb9ba14c0c61862f684f85572250894b92	2832	72	markdown	included	
docs/task-receipts/C03-haunt-routing-20260911.md	627735033314d463a82703c86a774c7fee660e2a5ce831defb8a873e36ebeee6	1443	31	markdown	included	
docs/task-receipts/C03-implementation.md	2a2c9ec6b4faddcc20d2265c64e213ccd5c437d822b393a2bec7e14e9357b597	1929	39	markdown	included	
docs/task-receipts/C03-verification.md	76d82f5a94df93a8501733c1a64558f11d1a98ceeb8c99d09d70d68ec0b6db5c	3606	68	markdown	included	
docs/task-receipts/C04-implementation.md	1e17e732a779a922353b20fe925afd313be297686f7028d6efdafaf862478043	2048	46	markdown	included	
docs/task-receipts/C04-verification.md	8d1b2b7ab6e57ce88f3e73c7aa5094245c11e2fe973cc7753160a1d320db5491	1866	42	markdown	included	
docs/task-receipts/C05-implementation.md	1d8818286842ece67f04b71e8313912a8e69a6693f1b0a5a13c4dfa64b94883a	2074	54	markdown	included	
docs/task-receipts/C05-verification.md	260a8e287035735f326f9954b976752cd23f097124a85ac774bf45f98b361a4a	3261	62	markdown	included	
docs/task-receipts/C06-implementation.md	39267c45f3a67c0dd7193cbda3a20faf0d3003510664782ab574474803cb6899	2257	48	markdown	included	
docs/task-receipts/C06-verification.md	158711b5d09a976bb926e30747e01c782dc8b630701ac048f946c9475babd7af	2534	56	markdown	included	
docs/task-receipts/C07-implementation.md	580b13780feaf3bc24fcc5650716e3791611fecf11863eec0288e3b3ef469e47	2314	51	markdown	included	
docs/task-receipts/C07-verification.md	087ae993f7b92eea7f5a7caa05eb030f8b504d5070b314a82fb273d264d73f86	3307	57	markdown	included	
docs/task-receipts/C08-implementation.md	670756a3a9624f6f7cf977d6debe12cff6b04101269487dfd9c00453bd180d21	2489	54	markdown	included	
docs/task-receipts/C08-verification.md	e8302395c5b69c30c06f2b3d99474abf7c3f4e94dec89593814e34a6611c6e37	1987	50	markdown	included	
docs/task-receipts/D01-implementation.md	71f65c8c53a53cba9df6c17a8f3d85b52532b9ed40435aa75d8e7600c390bbfb	1362	36	markdown	included	
docs/task-receipts/D01-verification.md	545ad926f368f3b907df278d5ecf31b3ee2c6861a3f8d660b1067cfa69de9762	2430	40	markdown	included	
docs/task-receipts/D02-implementation.md	50db19598f007a5a07a58008e0cb33d5767284419cf32f96c75973abe811f400	1756	32	markdown	included	
docs/task-receipts/D02-verification.md	b4e2c53e048475369bdf850bc54bb9bfb0d360e9c32e6a4e8ee4a8f54313572d	2722	69	markdown	included	
docs/task-receipts/D03-implementation.md	68c97eec4d17ae6fdbfb2ec9532c0fb2263f1452d3cb2046beff9a32adf1d8be	2101	45	markdown	included	
docs/task-receipts/D04-V-verification.md	9f00aee8ccf3dcdbceb22a4a0873f147e97a2ce6c0e67c836e08a9214cd517e5	2548	53	markdown	included	
docs/task-receipts/D04-implementation.md	215579f890ffe707ccc3c2402f83d353fbaa7362745bd36578a06efc40d7ad76	2228	52	markdown	included	
docs/task-receipts/S01-implementation.md	80e000271ad78271857ef80bb7a81db6b24165785ffaaba7ad55558ad9566dc0	1666	38	markdown	included	
docs/task-receipts/S01-verification.md	248bf02f479c678cf609dda1e00242aa9ebdf0b911c7334479d0a93ee974b162	2949	69	markdown	included	
docs/task-receipts/S02-implementation.md	68eaf167064168f0164a195536aa03dbea0f71d7a23381071aea76cab6d21a53	2691	60	markdown	included	
docs/task-receipts/S02-verification-r2.md	1a11b4ee00dab7c50ea7e35fe9a9546cf530604cbd5d9f411b66dd8a75ea17db	2402	49	markdown	included	
docs/task-receipts/S02-verification.md	3a9f1bff53a587459430358eb178dcae14567664d7c818a2e44636d7962bba80	3688	83	markdown	included	
docs/task-receipts/S03-implementation.md	b9d63f95e402739398f9fd14e89eae60b5017c9786484ed9969039db202f6b57	3183	65	markdown	included	
docs/task-receipts/S04-implementation.md	d985159444a0c1ec52cfdd6fabba29618812537f436440a00e64277447e9b5fb	2079	51	markdown	included	
docs/task-receipts/S04-verification.md	6beb136211ea819a09d3851b524e646648fb267a72a7e169416681d4437c74df	2115	49	markdown	included	
docs/task-receipts/S05-implementation.md	a29ffee9a9c9fd70657671e34cdafb9ed42cb04180154b61c5474d895c54fb8e	2530	55	markdown	included	
docs/task-receipts/S05-verification.md	166a32fbd2c640e4045aba272ee7e36f608e3d8af492557ea63f20a7f80cbe29	3576	66	markdown	included	
docs/task-receipts/S06-implementation-20260922.md	6b8fe2b16619ea3f8fb755073c9ce770ecccd02a6847f82383485f663d9fae3a	3489	79	markdown	included	
docs/task-receipts/S06-verification-20260922.md	372f1c88a0b86c40c2be9631fc849d167939a34fbcd24726334cb1729a15dacf	3117	77	markdown	included	
docs/task-receipts/haunt-a08-scope-amendment-20260912.md	dc3258137018f05c1912dd29e165d77e44a26f0acf2b86f208d3a11e44053bcf	3279	57	markdown	included	
docs/task-receipts/haunt-architecture-drift-preregistration-unblock-20260913.md	605cfafc4f0d7a8a418c51f801329a5bb47648a15ff88cfc6ab7026da8693b7f	5710	86	markdown	included	
docs/task-receipts/haunt-architecture-drift-prerequisites-20260913.tsv	0b8822b19f29ed468d5fee8bd51f493c777b28c3fc4a77f4bb32175ffc9017be	1964	5	tsv	included	
docs/task-receipts/haunt-architecture-drift-sample-freeze-20260913.md	0159fee580e9c11a87f6f2a14510b2bd1b88581719ac1907a39254e8a5a6f251	2710	44	markdown	included	
docs/task-receipts/haunt-architecture-drift-sample-freeze-checks-20260913.stdout	198a03677bf494b54ff0767763fd3cb643b34cb58a565c4008f7b60dc72880bd	1890	32	other	included	
docs/task-receipts/haunt-behavioral-preflight-v2-20260913.md	59621df0c3c221fa6478c8741f9e8779f0c5394988e822f3ef1bcf1dea039ded	5225	51	markdown	included	
docs/task-receipts/haunt-behavioral-snapshot-gates-v3-20260913.md	316555531af8ea8245e408b6afa3206b02974554ba63d850274135bd6ad59321	3656	67	markdown	included	
docs/task-receipts/haunt-closeout-sequenced-20260912.md	be1aece99a4a50f009fe15b333ab786159eca256d8356a4f5dbf702fe1638bea	1433	24	markdown	included	
docs/task-receipts/haunt-confirmatory-v1-behavioral-gate-closure-20260913.md	8ce3fd6f5f54c83a678289c5990e032417912b60b74a8f56f66c284da49b01c6	6172	84	markdown	included	
docs/task-receipts/haunt-confirmatory-v1-behavioral-preflight-20260913.md	867603f4bf93153de0dfd26fcc08ec4e201cd9342f0afe6c9db24757bb1846be	3311	47	markdown	included	
docs/task-receipts/haunt-confirmatory-v1-corpus-and-adapter-preflight-20260913.md	8a369f817961a62ae34741947f956545175e2d28e397aba43ecebc809deb120d	4612	44	markdown	included	
docs/task-receipts/haunt-confirmatory-v1-final-gate-audit-20260914.md	4cc1b70038abcc93f0cc1e05a30d70b40bc693ec3a17d78cae7fb895deb73fe5	4039	67	markdown	included	
docs/task-receipts/haunt-confirmatory-v1-gate-plan-20260913.tsv	2c8ab4ba74201011fa6951cd95331b3d14494bf19ca50fcf6886727fb16e50f9	1155	3	tsv	included	
docs/task-receipts/haunt-confirmatory-v1-generative-inputs-20260913.md	59ac2460094612a51e1ac49a919e1e0385d24f7151f0048599b9f8f0148e8a44	4273	63	markdown	included	
docs/task-receipts/haunt-confirmatory-v1-generative-matrix-20260914.md	d1f39eee95e9482ace22926eaea41b6e9517e77a5f15fe42c657339e962660c2	3519	60	markdown	included	
docs/task-receipts/haunt-confirmatory-v1-generative-matrix-progress-20260914.md	57c477ce5a3589418e6c5f3c45fe2e8c9cf5b7a98804d23724d773f3b371840f	3289	52	markdown	included	
docs/task-receipts/haunt-confirmatory-v1-paired-closeout-20260914.md	7935c2a4bca0bd9873cc50397a4874ed20dfb0262b2cfefd441be670a3eabe20	3069	53	markdown	included	
docs/task-receipts/haunt-confirmatory-v1-scorer-amendment-20260914.md	a557e148e04255a2c7bf542a0f7077f82504a7fb1ff494461af407648bef8b53	2437	41	markdown	included	
